Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.16M,0)
3.781000e+12 0.00 1.000000 1.723053 1.923080 2.274335
3.779000e+12 0.00 1.000000 1.723202 1.923236 2.274505
3.775000e+12 0.00 1.000000 1.723499 1.923550 2.274844
3.775000e+12 0.00 1.000000 1.723499 1.923550 2.274844
3.771000e+12 0.00 1.000000 1.723797 1.923864 2.275183
3.765000e+12 0.00 1.000000 1.724244 1.924336 2.275693
3.760000e+12 0.00 1.000000 1.724618 1.924730 2.276119
3.748000e+12 0.00 1.000000 1.725516 1.925677 2.277142
3.721000e+12 0.00 1.000000 1.727549 1.927820 2.279458
3.715000e+12 0.00 1.000000 1.728003 1.928299 2.279976
3.711000e+12 0.00 1.000000 1.728306 1.928618 2.280321
3.703000e+12 0.00 1.000000 1.728913 1.929258 2.281013
3.682000e+12 0.00 1.000000 1.730513 1.930946 2.282836
3.674000e+12 0.00 1.000000 1.731126 1.931591 2.283533
3.674000e+12 0.00 1.000000 1.731126 1.931591 2.283533
3.670000e+12 0.00 1.000000 1.731432 1.931914 2.283883
3.670000e+12 0.00 1.000000 1.731432 1.931914 2.283883
3.667000e+12 0.00 1.000000 1.731663 1.932157 2.284145
3.663000e+12 0.00 1.000000 1.731970 1.932481 2.284495
3.659000e+12 0.00 1.000000 1.732278 1.932806 2.284845
3.657000e+12 0.00 1.000000 1.732432 1.932968 2.285021
3.653000e+12 0.00 1.000000 1.732740 1.933293 2.285372
3.649000e+12 0.00 1.000000 1.733048 1.933618 2.285723
3.647000e+12 0.00 1.000000 1.733203 1.933781 2.285899
3.645000e+12 0.00 1.000000 1.733357 1.933944 2.286075
3.643000e+12 0.00 1.000000 1.733512 1.934107 2.286251
3.622000e+12 0.00 1.000000 1.735141 1.935824 2.288107
3.620000e+12 0.00 1.000000 1.735297 1.935988 2.288284
3.618000e+12 0.00 1.000000 1.735452 1.936152 2.288461
3.593000e+12 0.00 1.000000 1.737407 1.938213 2.290688
3.593000e+12 0.00 1.000000 1.737407 1.938213 2.290688
3.585000e+12 0.00 1.000000 1.738036 1.938876 2.291403
3.577000e+12 0.00 1.000000 1.738666 1.939540 2.292121
3.572000e+12 0.00 1.000000 1.739061 1.939956 2.292570
3.572000e+12 0.00 1.000000 1.739061 1.939956 2.292570
3.568000e+12 0.00 1.000000 1.739377 1.940290 2.292930
3.554000e+12 0.00 1.000000 1.740487 1.941459 2.294194
3.533000e+12 0.00 1.000000 1.742160 1.943223 2.296099
3.527000e+12 0.00 1.000000 1.742640 1.943729 2.296645
3.527000e+12 0.00 1.000000 1.742640 1.943729 2.296645
3.525000e+12 0.00 1.000000 1.742800 1.943897 2.296827
3.521000e+12 0.00 1.000000 1.743121 1.944235 2.297192
3.496000e+12 0.00 1.000000 1.745134 1.946357 2.299484
3.484000e+12 0.00 1.000000 1.746106 1.947382 2.300590
3.479000e+12 0.00 1.000000 1.746512 1.947810 2.301053
3.469000e+12 0.00 1.000000 1.747326 1.948668 2.301979
3.469000e+12 0.00 1.000000 1.747326 1.948668 2.301979
3.467000e+12 0.00 1.000000 1.747489 1.948839 2.302165
3.455000e+12 0.00 1.000000 1.748470 1.949873 2.303281
3.450000e+12 0.00 1.000000 1.748880 1.950305 2.303747
3.448000e+12 0.00 1.000000 1.749044 1.950478 2.303934
3.446000e+12 0.00 1.000000 1.749208 1.950651 2.304120
3.442000e+12 0.00 1.000000 1.749537 1.950997 2.304494
3.440000e+12 0.00 1.000000 1.749701 1.951170 2.304682
3.434000e+12 0.00 1.000000 1.750195 1.951691 2.305244
3.430000e+12 0.00 1.000000 1.750525 1.952039 2.305619
3.417000e+12 0.00 1.000000 1.751600 1.953171 2.306842
3.417000e+12 0.00 1.000000 1.751600 1.953171 2.306842
3.415000e+12 0.00 1.000000 1.751766 1.953346 2.307031
3.415000e+12 0.00 1.000000 1.751766 1.953346 2.307031
3.413000e+12 0.00 1.000000 1.751932 1.953521 2.307220
3.413000e+12 0.00 1.000000 1.751932 1.953521 2.307220
3.411000e+12 0.00 1.000000 1.752098 1.953696 2.307409
3.401000e+12 0.00 1.000000 1.752929 1.954572 2.308355
3.401000e+12 0.00 1.000000 1.752929 1.954572 2.308355
3.397000e+12 0.00 1.000000 1.753263 1.954923 2.308734
3.382000e+12 0.00 1.000000 1.754517 1.956245 2.310160
3.376000e+12 0.00 1.000000 1.755020 1.956775 2.310733
3.368000e+12 0.00 1.000000 1.755692 1.957483 2.311498
3.364000e+12 0.00 1.000000 1.756029 1.957838 2.311881
3.364000e+12 0.00 1.000000 1.756029 1.957838 2.311881
3.359000e+12 0.00 1.000000 1.756451 1.958283 2.312361
3.357000e+12 0.00 1.000000 1.756620 1.958461 2.312553
3.355000e+12 0.00 1.000000 1.756789 1.958639 2.312745
3.351000e+12 0.00 1.000000 1.757127 1.958995 2.313130
3.349000e+12 0.00 1.000000 1.757296 1.959173 2.313322
3.341000e+12 0.00 1.000000 1.757975 1.959888 2.314094
3.339000e+12 0.00 1.000000 1.758145 1.960067 2.314287
3.337000e+12 0.00 1.000000 1.758315 1.960246 2.314480
3.328000e+12 0.00 1.000000 1.759081 1.961053 2.315352
3.326000e+12 0.00 1.000000 1.759251 1.961233 2.315546
3.324000e+12 0.00 1.000000 1.759422 1.961413 2.315740
3.324000e+12 0.00 1.000000 1.759422 1.961413 2.315740
3.322000e+12 0.00 1.000000 1.759593 1.961593 2.315934
3.306000e+12 0.00 1.000000 1.760963 1.963037 2.317492
3.304000e+12 0.00 1.000000 1.761135 1.963218 2.317688
3.302000e+12 0.00 1.000000 1.761307 1.963399 2.317883
3.291000e+12 0.00 1.000000 1.762254 1.964397 2.318961
3.289000e+12 0.00 1.000000 1.762427 1.964579 2.319157
3.285000e+12 0.00 1.000000 1.762773 1.964943 2.319550
3.285000e+12 0.00 1.000000 1.762773 1.964943 2.319550
3.281000e+12 0.00 1.000000 1.763119 1.965307 2.319943
3.273000e+12 0.00 1.000000 1.763812 1.966038 2.320732
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.268000e+12 0.00 1.000000 1.764247 1.966496 2.321226
3.258000e+12 0.00 1.000000 1.765118 1.967413 2.322216
3.252000e+12 0.00 1.000000 1.765642 1.967965 2.322812
3.248000e+12 0.00 1.000000 1.765991 1.968333 2.323209
3.248000e+12 0.00 1.000000 1.765991 1.968333 2.323209
3.248000e+12 0.00 1.000000 1.765991 1.968333 2.323209
3.244000e+12 0.00 1.000000 1.766342 1.968703 2.323608
3.242000e+12 0.00 1.000000 1.766517 1.968887 2.323807
3.240000e+12 0.00 1.000000 1.766693 1.969072 2.324006
3.237000e+12 0.00 1.000000 1.766956 1.969350 2.324306
3.237000e+12 0.00 1.000000 1.766956 1.969350 2.324306
3.237000e+12 0.00 1.000000 1.766956 1.969350 2.324306
3.229000e+12 0.00 1.000000 1.767660 1.970091 2.325106
3.227000e+12 0.00 1.000000 1.767836 1.970276 2.325306
3.225000e+12 0.00 1.000000 1.768012 1.970462 2.325507
3.219000e+12 0.00 1.000000 1.768542 1.971020 2.326109
3.219000e+12 0.00 1.000000 1.768542 1.971020 2.326109
3.217000e+12 0.00 1.000000 1.768719 1.971206 2.326310
3.213000e+12 0.00 1.000000 1.769073 1.971579 2.326712
3.211000e+12 0.00 1.000000 1.769250 1.971766 2.326913
3.208000e+12 0.00 1.000000 1.769516 1.972046 2.327216
3.204000e+12 0.00 1.000000 1.769871 1.972420 2.327619
3.198000e+12 0.00 1.000000 1.770404 1.972982 2.328226
3.194000e+12 0.00 1.000000 1.770761 1.973357 2.328631
3.178000e+12 0.00 1.000000 1.772190 1.974863 2.330255
3.171000e+12 0.00 1.000000 1.772818 1.975524 2.330969
3.169000e+12 0.00 1.000000 1.772998 1.975714 2.331173
3.161000e+12 0.00 1.000000 1.773718 1.976472 2.331992
3.161000e+12 0.00 1.000000 1.773718 1.976472 2.331992
3.151000e+12 0.00 1.000000 1.774621 1.977423 2.333017
3.147000e+12 0.00 1.000000 1.774983 1.977804 2.333429
3.142000e+12 0.00 1.000000 1.775436 1.978281 2.333944
3.128000e+12 0.00 1.000000 1.776709 1.979622 2.335390
3.126000e+12 0.00 1.000000 1.776892 1.979814 2.335597
3.126000e+12 0.00 1.000000 1.776892 1.979814 2.335597
3.124000e+12 0.00 1.000000 1.777074 1.980006 2.335805
3.113000e+12 0.00 1.000000 1.778080 1.981066 2.336947
3.111000e+12 0.00 1.000000 1.778263 1.981259 2.337156
3.109000e+12 0.00 1.000000 1.778447 1.981452 2.337364
3.099000e+12 0.00 1.000000 1.779366 1.982420 2.338408
3.097000e+12 0.00 1.000000 1.779550 1.982614 2.338617
3.095000e+12 0.00 1.000000 1.779734 1.982808 2.338827
3.091000e+12 0.00 1.000000 1.780103 1.983197 2.339246
3.085000e+12 0.00 1.000000 1.780658 1.983780 2.339876
3.076000e+12 0.00 1.000000 1.781492 1.984659 2.340823
3.074000e+12 0.00 1.000000 1.781678 1.984854 2.341034
3.072000e+12 0.00 1.000000 1.781864 1.985050 2.341245
3.072000e+12 0.00 1.000000 1.781864 1.985050 2.341245
3.070000e+12 0.00 1.000000 1.782049 1.985246 2.341457
3.068000e+12 0.00 1.000000 1.782236 1.985442 2.341668
3.068000e+12 0.00 1.000000 1.782236 1.985442 2.341668
3.064000e+12 0.00 1.000000 1.782608 1.985834 2.342091
3.062000e+12 0.00 1.000000 1.782795 1.986030 2.342303
3.062000e+12 0.00 1.000000 1.782795 1.986030 2.342303
3.043000e+12 0.00 1.000000 1.784573 1.987903 2.344322
3.035000e+12 0.00 1.000000 1.785325 1.988695 2.345177
3.033000e+12 0.00 1.000000 1.785513 1.988893 2.345390
3.018000e+12 0.00 1.000000 1.786931 1.990385 2.347000
3.018000e+12 0.00 1.000000 1.786931 1.990385 2.347000
3.016000e+12 0.00 1.000000 1.787120 1.990585 2.347215
3.014000e+12 0.00 1.000000 1.787310 1.990785 2.347430
3.006000e+12 0.00 1.000000 1.788070 1.991585 2.348293
3.004000e+12 0.00 1.000000 1.788260 1.991785 2.348510
2.998000e+12 0.00 1.000000 1.788832 1.992387 2.349159
2.993000e+12 0.00 1.000000 1.789310 1.992890 2.349701
2.992000e+12 0.00 1.000000 1.789405 1.992991 2.349810
2.992000e+12 0.00 1.000000 1.789405 1.992991 2.349810
2.985000e+12 0.00 1.000000 1.790075 1.993696 2.350571
2.983000e+12 0.00 1.000000 1.790267 1.993898 2.350788
2.983000e+12 0.00 1.000000 1.790267 1.993898 2.350788
2.979000e+12 0.00 1.000000 1.790651 1.994303 2.351224
2.975000e+12 0.00 1.000000 1.791036 1.994707 2.351661
2.971000e+12 0.00 1.000000 1.791421 1.995113 2.352098
2.971000e+12 0.00 1.000000 1.791421 1.995113 2.352098
2.971000e+12 0.00 1.000000 1.791421 1.995113 2.352098
2.967000e+12 0.00 1.000000 1.791807 1.995519 2.352536
2.963000e+12 0.00 1.000000 1.792193 1.995926 2.352974
2.954000e+12 0.00 1.000000 1.793064 1.996843 2.353963
2.944000e+12 0.00 1.000000 1.794035 1.997865 2.355066
2.936000e+12 0.00 1.000000 1.794815 1.998686 2.355951
2.934000e+12 0.00 1.000000 1.795010 1.998891 2.356172
2.931000e+12 0.00 1.000000 1.795303 1.999200 2.356505
2.929000e+12 0.00 1.000000 1.795499 1.999406 2.356727
2.929000e+12 0.00 1.000000 1.795499 1.999406 2.356727
2.927000e+12 0.00 1.000000 1.795695 1.999612 2.356949
2.923000e+12 0.00 1.000000 1.796087 2.000024 2.357394
2.923000e+12 0.00 1.000000 1.796087 2.000024 2.357394
2.919000e+12 0.00 1.000000 1.796479 2.000438 2.357839
2.917000e+12 0.00 1.000000 1.796676 2.000644 2.358062
2.905000e+12 0.00 1.000000 1.797858 2.001889 2.359404
2.898000e+12 0.00 1.000000 1.798550 2.002617 2.360189
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.890000e+12 0.00 1.000000 1.799342 2.003452 2.361089
2.886000e+12 0.00 1.000000 1.799740 2.003870 2.361540
2.886000e+12 0.00 1.000000 1.799740 2.003870 2.361540
2.878000e+12 0.00 1.000000 1.800536 2.004708 2.362443
2.876000e+12 0.00 1.000000 1.800736 2.004918 2.362670
2.867000e+12 0.00 1.000000 1.801635 2.005865 2.363690
2.859000e+12 0.00 1.000000 1.802438 2.006709 2.364601
2.859000e+12 0.00 1.000000 1.802438 2.006709 2.364601
2.857000e+12 0.00 1.000000 1.802639 2.006921 2.364828
2.855000e+12 0.00 1.000000 1.802840 2.007132 2.365057
2.847000e+12 0.00 1.000000 1.803645 2.007981 2.365971
2.843000e+12 0.00 1.000000 1.804049 2.008406 2.366429
2.838000e+12 0.00 1.000000 1.804555 2.008938 2.367003
2.836000e+12 0.00 1.000000 1.804758 2.009151 2.367232
2.826000e+12 0.00 1.000000 1.805772 2.010219 2.368384
2.826000e+12 0.00 1.000000 1.805772 2.010219 2.368384
2.826000e+12 0.00 1.000000 1.805772 2.010219 2.368384
2.822000e+12 0.00 1.000000 1.806180 2.010648 2.368845
2.814000e+12 0.00 1.000000 1.806996 2.011506 2.369771
2.814000e+12 0.00 1.000000 1.806996 2.011506 2.369771
2.810000e+12 0.00 1.000000 1.807404 2.011937 2.370235
2.803000e+12 0.00 1.000000 1.808122 2.012691 2.371048
2.803000e+12 0.00 1.000000 1.808122 2.012691 2.371048
2.803000e+12 0.00 1.000000 1.808122 2.012691 2.371048
2.799000e+12 0.00 1.000000 1.808532 2.013124 2.371514
2.797000e+12 0.00 1.000000 1.808738 2.013340 2.371747
2.795000e+12 0.00 1.000000 1.808944 2.013556 2.371980
2.795000e+12 0.00 1.000000 1.808944 2.013556 2.371980
2.781000e+12 0.00 1.000000 1.810388 2.015077 2.373619
2.781000e+12 0.00 1.000000 1.810388 2.015077 2.373619
2.781000e+12 0.00 1.000000 1.810388 2.015077 2.373619
2.778000e+12 0.00 1.000000 1.810699 2.015403 2.373971
2.770000e+12 0.00 1.000000 1.811529 2.016277 2.374912
2.768000e+12 0.00 1.000000 1.811737 2.016495 2.375148
2.766000e+12 0.00 1.000000 1.811945 2.016714 2.375384
2.760000e+12 0.00 1.000000 1.812570 2.017372 2.376093
2.758000e+12 0.00 1.000000 1.812778 2.017592 2.376329
2.752000e+12 0.00 1.000000 1.813406 2.018252 2.377040
2.750000e+12 0.00 1.000000 1.813615 2.018472 2.377278
2.743000e+12 0.00 1.000000 1.814349 2.019244 2.378110
2.737000e+12 0.00 1.000000 1.814980 2.019908 2.378825
2.737000e+12 0.00 1.000000 1.814980 2.019908 2.378825
2.725000e+12 0.00 1.000000 1.816246 2.021240 2.380260
2.725000e+12 0.00 1.000000 1.816246 2.021240 2.380260
2.723000e+12 0.00 1.000000 1.816457 2.021463 2.380500
2.721000e+12 0.00 1.000000 1.816669 2.021686 2.380740
2.719000e+12 0.00 1.000000 1.816881 2.021909 2.380981
2.714000e+12 0.00 1.000000 1.817412 2.022467 2.381582
2.710000e+12 0.00 1.000000 1.817837 2.022914 2.382064
2.710000e+12 0.00 1.000000 1.817837 2.022914 2.382064
2.710000e+12 0.00 1.000000 1.817837 2.022914 2.382064
2.708000e+12 0.00 1.000000 1.818050 2.023138 2.382305
2.704000e+12 0.00 1.000000 1.818476 2.023587 2.382788
2.702000e+12 0.00 1.000000 1.818689 2.023811 2.383030
2.698000e+12 0.00 1.000000 1.819116 2.024261 2.383515
2.681000e+12 0.00 1.000000 1.820940 2.026179 2.385581
2.677000e+12 0.00 1.000000 1.821371 2.026632 2.386070
2.675000e+12 0.00 1.000000 1.821586 2.026859 2.386314
2.669000e+12 0.00 1.000000 1.822234 2.027541 2.387048
2.667000e+12 0.00 1.000000 1.822451 2.027769 2.387294
2.663000e+12 0.00 1.000000 1.822884 2.028224 2.387785
2.663000e+12 0.00 1.000000 1.822884 2.028224 2.387785
2.663000e+12 0.00 1.000000 1.822884 2.028224 2.387785
2.661000e+12 0.00 1.000000 1.823101 2.028453 2.388031
2.661000e+12 0.00 1.000000 1.823101 2.028453 2.388031
2.659000e+12 0.00 1.000000 1.823318 2.028681 2.388277
2.656000e+12 0.00 1.000000 1.823644 2.029024 2.388646
2.650000e+12 0.00 1.000000 1.824297 2.029711 2.389386
2.648000e+12 0.00 1.000000 1.824515 2.029940 2.389633
2.646000e+12 0.00 1.000000 1.824733 2.030170 2.389880
2.644000e+12 0.00 1.000000 1.824952 2.030400 2.390128
2.644000e+12 0.00 1.000000 1.824952 2.030400 2.390128
2.636000e+12 0.00 1.000000 1.825827 2.031320 2.391120
2.636000e+12 0.00 1.000000 1.825827 2.031320 2.391120
2.634000e+12 0.00 1.000000 1.826047 2.031551 2.391368
2.632000e+12 0.00 1.000000 1.826266 2.031782 2.391617
2.621000e+12 0.00 1.000000 1.827476 2.033055 2.392988
2.621000e+12 0.00 1.000000 1.827476 2.033055 2.392988
2.617000e+12 0.00 1.000000 1.827918 2.033520 2.393488
2.617000e+12 0.00 1.000000 1.827918 2.033520 2.393488
2.607000e+12 0.00 1.000000 1.829025 2.034684 2.394742
2.605000e+12 0.00 1.000000 1.829247 2.034917 2.394994
2.605000e+12 0.00 1.000000 1.829247 2.034917 2.394994
2.603000e+12 0.00 1.000000 1.829469 2.035151 2.395245
2.601000e+12 0.00 1.000000 1.829691 2.035385 2.395497
2.599000e+12 0.00 1.000000 1.829913 2.035619 2.395749
2.597000e+12 0.00 1.000000 1.830136 2.035853 2.396001
2.590000e+12 0.00 1.000000 1.830917 2.036674 2.396886
2.590000e+12 0.00 1.000000 1.830917 2.036674 2.396886
2.586000e+12 0.00 1.000000 1.831364 2.037144 2.397392
2.586000e+12 0.00 1.000000 1.831364 2.037144 2.397392
2.584000e+12 0.00 1.000000 1.831588 2.037380 2.397646
2.584000e+12 0.00 1.000000 1.831588 2.037380 2.397646
2.584000e+12 0.00 1.000000 1.831588 2.037380 2.397646
2.584000e+12 0.00 1.000000 1.831588 2.037380 2.397646
2.580000e+12 0.00 1.000000 1.832036 2.037851 2.398154
2.578000e+12 0.00 1.000000 1.832261 2.038088 2.398408
2.574000e+12 0.00 1.000000 1.832710 2.038560 2.398917
2.574000e+12 0.00 1.000000 1.832710 2.038560 2.398917
2.563000e+12 0.00 1.000000 1.833950 2.039864 2.400321
2.563000e+12 0.00 1.000000 1.833950 2.039864 2.400321
2.563000e+12 0.00 1.000000 1.833950 2.039864 2.400321
2.559000e+12 0.00 1.000000 1.834402 2.040340 2.400833
2.557000e+12 0.00 1.000000 1.834628 2.040578 2.401090
2.553000e+12 0.00 1.000000 1.835082 2.041055 2.401603
2.549000e+12 0.00 1.000000 1.835536 2.041532 2.402118
2.547000e+12 0.00 1.000000 1.835763 2.041772 2.402375
2.547000e+12 0.00 1.000000 1.835763 2.041772 2.402375
2.547000e+12 0.00 1.000000 1.835763 2.041772 2.402375
2.545000e+12 0.00 1.000000 1.835991 2.042011 2.402633
2.545000e+12 0.00 1.000000 1.835991 2.042011 2.402633
2.543000e+12 0.00 1.000000 1.836219 2.042250 2.402891
2.541000e+12 0.00 1.000000 1.836447 2.042490 2.403149
2.541000e+12 0.00 1.000000 1.836447 2.042490 2.403149
2.539000e+12 0.00 1.000000 1.836675 2.042730 2.403407
2.530000e+12 0.00 1.000000 1.837704 2.043812 2.404573
2.530000e+12 0.00 1.000000 1.837704 2.043812 2.404573
2.522000e+12 0.00 1.000000 1.838622 2.044778 2.405612
2.520000e+12 0.00 1.000000 1.838852 2.045020 2.405872
2.516000e+12 0.00 1.000000 1.839312 2.045504 2.406394
2.512000e+12 0.00 1.000000 1.839774 2.045989 2.406916
2.510000e+12 0.00 1.000000 1.840005 2.046232 2.407178
2.508000e+12 0.00 1.000000 1.840236 2.046475 2.407440
2.508000e+12 0.00 1.000000 1.840236 2.046475 2.407440
2.504000e+12 0.00 1.000000 1.840699 2.046962 2.407964
2.504000e+12 0.00 1.000000 1.840699 2.046962 2.407964
2.504000e+12 0.00 1.000000 1.840699 2.046962 2.407964
2.501000e+12 0.00 1.000000 1.841046 2.047327 2.408357
2.501000e+12 0.00 1.000000 1.841046 2.047327 2.408357
2.501000e+12 0.00 1.000000 1.841046 2.047327 2.408357
2.499000e+12 0.00 1.000000 1.841278 2.047572 2.408620
2.497000e+12 0.00 1.000000 1.841511 2.047816 2.408883
2.497000e+12 0.00 1.000000 1.841511 2.047816 2.408883
2.497000e+12 0.00 1.000000 1.841511 2.047816 2.408883
2.495000e+12 0.00 1.000000 1.841743 2.048060 2.409146
2.495000e+12 0.00 1.000000 1.841743 2.048060 2.409146
2.489000e+12 0.00 1.000000 1.842442 2.048795 2.409937
2.489000e+12 0.00 1.000000 1.842442 2.048795 2.409937
2.487000e+12 0.00 1.000000 1.842675 2.049040 2.410201
2.487000e+12 0.00 1.000000 1.842675 2.049040 2.410201
2.487000e+12 0.00 1.000000 1.842675 2.049040 2.410201
2.481000e+12 0.00 1.000000 1.843376 2.049777 2.410995
2.481000e+12 0.00 1.000000 1.843376 2.049777 2.410995
2.479000e+12 0.00 1.000000 1.843610 2.050023 2.411260
2.475000e+12 0.00 1.000000 1.844079 2.050516 2.411790
2.473000e+12 0.00 1.000000 1.844314 2.050763 2.412056
2.473000e+12 0.00 1.000000 1.844314 2.050763 2.412056
2.471000e+12 0.00 1.000000 1.844548 2.051010 2.412322
2.471000e+12 0.00 1.000000 1.844548 2.051010 2.412322
2.466000e+12 0.00 1.000000 1.845137 2.051629 2.412988
2.466000e+12 0.00 1.000000 1.845137 2.051629 2.412988
2.464000e+12 0.00 1.000000 1.845372 2.051876 2.413254
2.462000e+12 0.00 1.000000 1.845608 2.052124 2.413521
2.460000e+12 0.00 1.000000 1.845844 2.052372 2.413788
2.458000e+12 0.00 1.000000 1.846080 2.052621 2.414056
2.458000e+12 0.00 1.000000 1.846080 2.052621 2.414056
2.454000e+12 0.00 1.000000 1.846553 2.053118 2.414591
2.452000e+12 0.00 1.000000 1.846790 2.053367 2.414859
2.444000e+12 0.00 1.000000 1.847740 2.054366 2.415934
2.437000e+12 0.00 1.000000 1.848573 2.055242 2.416877
2.437000e+12 0.00 1.000000 1.848573 2.055242 2.416877
2.435000e+12 0.00 1.000000 1.848812 2.055493 2.417147
2.435000e+12 0.00 1.000000 1.848812 2.055493 2.417147
2.435000e+12 0.00 1.000000 1.848812 2.055493 2.417147
2.429000e+12 0.00 1.000000 1.849529 2.056247 2.417959
2.417000e+12 0.00 1.000000 1.850969 2.057761 2.419588
2.417000e+12 0.00 1.000000 1.850969 2.057761 2.419588
2.413000e+12 0.00 1.000000 1.851451 2.058267 2.420134
2.413000e+12 0.00 1.000000 1.851451 2.058267 2.420134
2.408000e+12 0.00 1.000000 1.852054 2.058902 2.420816
2.408000e+12 0.00 1.000000 1.852054 2.058902 2.420816
2.404000e+12 0.00 1.000000 1.852538 2.059410 2.421364
2.404000e+12 0.00 1.000000 1.852538 2.059410 2.421364
2.400000e+12 0.00 1.000000 1.853022 2.059920 2.421912
2.400000e+12 0.00 1.000000 1.853022 2.059920 2.421912
2.398000e+12 0.00 1.000000 1.853265 2.060175 2.422186
2.398000e+12 0.00 1.000000 1.853265 2.060175 2.422186
2.398000e+12 0.00 1.000000 1.853265 2.060175 2.422186
2.394000e+12 0.00 1.000000 1.853751 2.060685 2.422736
2.392000e+12 0.00 1.000000 1.853994 2.060941 2.423011
2.388000e+12 0.00 1.000000 1.854481 2.061453 2.423562
2.388000e+12 0.00 1.000000 1.854481 2.061453 2.423562
2.386000e+12 0.00 1.000000 1.854725 2.061710 2.423838
2.384000e+12 0.00 1.000000 1.854969 2.061966 2.424114
2.382000e+12 0.00 1.000000 1.855214 2.062223 2.424391
2.379000e+12 0.00 1.000000 1.855580 2.062609 2.424806
2.379000e+12 0.00 1.000000 1.855580 2.062609 2.424806
2.375000e+12 0.00 1.000000 1.856070 2.063124 2.425360
2.373000e+12 0.00 1.000000 1.856316 2.063382 2.425638
2.369000e+12 0.00 1.000000 1.856807 2.063899 2.426194
2.369000e+12 0.00 1.000000 1.856807 2.063899 2.426194
2.369000e+12 0.00 1.000000 1.856807 2.063899 2.426194
2.365000e+12 0.00 1.000000 1.857299 2.064416 2.426750
2.365000e+12 0.00 1.000000 1.857299 2.064416 2.426750
2.363000e+12 0.00 1.000000 1.857546 2.064675 2.427029
2.353000e+12 0.00 1.000000 1.858781 2.065974 2.428427
2.351000e+12 0.00 1.000000 1.859029 2.066234 2.428707
2.351000e+12 0.00 1.000000 1.859029 2.066234 2.428707
2.351000e+12 0.00 1.000000 1.859029 2.066234 2.428707
2.349000e+12 0.00 1.000000 1.859277 2.066495 2.428988
2.349000e+12 0.00 1.000000 1.859277 2.066495 2.428988
2.346000e+12 0.00 1.000000 1.859650 2.066887 2.429409
2.340000e+12 0.00 1.000000 1.860396 2.067671 2.430253
2.338000e+12 0.00 1.000000 1.860646 2.067933 2.430535
2.338000e+12 0.00 1.000000 1.860646 2.067933 2.430535
2.338000e+12 0.00 1.000000 1.860646 2.067933 2.430535
2.336000e+12 0.00 1.000000 1.860895 2.068196 2.430817
2.336000e+12 0.00 1.000000 1.860895 2.068196 2.430817
2.332000e+12 0.00 1.000000 1.861395 2.068721 2.431383
