Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.16M,0)
6.078000e+12 0.00 1.000000 1.592274 1.784949 2.124695
6.053000e+12 0.00 1.000000 1.593388 1.786127 2.125975
6.051000e+12 0.00 1.000000 1.593477 1.786221 2.126077
6.033000e+12 0.00 1.000000 1.594282 1.787073 2.127002
5.950000e+12 0.00 1.000000 1.598028 1.791036 2.131305
5.937000e+12 0.00 1.000000 1.598620 1.791662 2.131985
5.917000e+12 0.00 1.000000 1.599533 1.792628 2.133034
5.888000e+12 0.00 1.000000 1.600864 1.794035 2.134562
5.882000e+12 0.00 1.000000 1.601140 1.794327 2.134879
5.871000e+12 0.00 1.000000 1.601647 1.794864 2.135461
5.844000e+12 0.00 1.000000 1.602896 1.796185 2.136895
5.828000e+12 0.00 1.000000 1.603639 1.796971 2.137748
5.818000e+12 0.00 1.000000 1.604104 1.797463 2.138282
5.816000e+12 0.00 1.000000 1.604197 1.797562 2.138389
5.813000e+12 0.00 1.000000 1.604337 1.797710 2.138550
5.795000e+12 0.00 1.000000 1.605178 1.798599 2.139515
5.791000e+12 0.00 1.000000 1.605365 1.798797 2.139730
5.784000e+12 0.00 1.000000 1.605693 1.799144 2.140107
5.774000e+12 0.00 1.000000 1.606163 1.799640 2.140646
5.739000e+12 0.00 1.000000 1.607813 1.801385 2.142540
5.727000e+12 0.00 1.000000 1.608381 1.801986 2.143192
5.727000e+12 0.00 1.000000 1.608381 1.801986 2.143192
5.693000e+12 0.00 1.000000 1.609997 1.803696 2.145047
5.687000e+12 0.00 1.000000 1.610284 1.803999 2.145376
5.685000e+12 0.00 1.000000 1.610379 1.804100 2.145486
5.673000e+12 0.00 1.000000 1.610953 1.804707 2.146144
5.667000e+12 0.00 1.000000 1.611241 1.805011 2.146474
5.658000e+12 0.00 1.000000 1.611673 1.805468 2.146970
5.648000e+12 0.00 1.000000 1.612153 1.805976 2.147521
5.642000e+12 0.00 1.000000 1.612442 1.806281 2.147853
5.598000e+12 0.00 1.000000 1.614571 1.808532 2.150295
5.594000e+12 0.00 1.000000 1.614765 1.808738 2.150518
5.576000e+12 0.00 1.000000 1.615642 1.809665 2.151524
5.574000e+12 0.00 1.000000 1.615740 1.809768 2.151636
5.559000e+12 0.00 1.000000 1.616473 1.810543 2.152477
5.555000e+12 0.00 1.000000 1.616669 1.810751 2.152702
5.534000e+12 0.00 1.000000 1.617700 1.811841 2.153885
5.534000e+12 0.00 1.000000 1.617700 1.811841 2.153885
5.532000e+12 0.00 1.000000 1.617798 1.811945 2.153998
5.512000e+12 0.00 1.000000 1.618784 1.812987 2.155129
5.497000e+12 0.00 1.000000 1.619527 1.813772 2.155980
5.460000e+12 0.00 1.000000 1.621367 1.815718 2.158091
5.452000e+12 0.00 1.000000 1.621766 1.816140 2.158549
5.449000e+12 0.00 1.000000 1.621917 1.816299 2.158721
5.445000e+12 0.00 1.000000 1.622117 1.816510 2.158950
5.443000e+12 0.00 1.000000 1.622217 1.816616 2.159065
5.417000e+12 0.00 1.000000 1.623522 1.817996 2.160562
5.412000e+12 0.00 1.000000 1.623774 1.818263 2.160851
5.412000e+12 0.00 1.000000 1.623774 1.818263 2.160851
5.408000e+12 0.00 1.000000 1.623976 1.818476 2.161082
5.392000e+12 0.00 1.000000 1.624784 1.819330 2.162009
5.388000e+12 0.00 1.000000 1.624987 1.819544 2.162241
5.352000e+12 0.00 1.000000 1.626816 1.821479 2.164339
5.350000e+12 0.00 1.000000 1.626919 1.821586 2.164456
5.346000e+12 0.00 1.000000 1.627123 1.821802 2.164690
5.338000e+12 0.00 1.000000 1.627532 1.822234 2.165159
5.330000e+12 0.00 1.000000 1.627941 1.822667 2.165628
5.305000e+12 0.00 1.000000 1.629225 1.824025 2.167101
5.301000e+12 0.00 1.000000 1.629432 1.824243 2.167337
5.288000e+12 0.00 1.000000 1.630102 1.824952 2.168106
5.276000e+12 0.00 1.000000 1.630723 1.825608 2.168817
5.261000e+12 0.00 1.000000 1.631502 1.826431 2.169709
5.226000e+12 0.00 1.000000 1.633327 1.828360 2.171801
5.214000e+12 0.00 1.000000 1.633956 1.829025 2.172522
5.208000e+12 0.00 1.000000 1.634271 1.829358 2.172883
5.204000e+12 0.00 1.000000 1.634481 1.829580 2.173124
5.199000e+12 0.00 1.000000 1.634744 1.829858 2.173425
5.189000e+12 0.00 1.000000 1.635271 1.830415 2.174029
5.175000e+12 0.00 1.000000 1.636011 1.831196 2.174876
5.173000e+12 0.00 1.000000 1.636117 1.831308 2.174998
5.158000e+12 0.00 1.000000 1.636912 1.832148 2.175909
5.152000e+12 0.00 1.000000 1.637231 1.832485 2.176274
5.150000e+12 0.00 1.000000 1.637337 1.832598 2.176396
5.150000e+12 0.00 1.000000 1.637337 1.832598 2.176396
5.148000e+12 0.00 1.000000 1.637443 1.832710 2.176518
5.144000e+12 0.00 1.000000 1.637656 1.832935 2.176761
5.127000e+12 0.00 1.000000 1.638563 1.833893 2.177800
5.113000e+12 0.00 1.000000 1.639312 1.834685 2.178659
5.090000e+12 0.00 1.000000 1.640548 1.835991 2.180074
5.081000e+12 0.00 1.000000 1.641033 1.836504 2.180630
5.073000e+12 0.00 1.000000 1.641465 1.836960 2.181125
5.071000e+12 0.00 1.000000 1.641573 1.837074 2.181249
5.055000e+12 0.00 1.000000 1.642440 1.837990 2.182241
5.036000e+12 0.00 1.000000 1.643473 1.839082 2.183424
5.034000e+12 0.00 1.000000 1.643582 1.839197 2.183549
5.030000e+12 0.00 1.000000 1.643800 1.839428 2.183799
5.022000e+12 0.00 1.000000 1.644237 1.839889 2.184299
5.015000e+12 0.00 1.000000 1.644620 1.840294 2.184738
5.011000e+12 0.00 1.000000 1.644839 1.840525 2.184989
5.005000e+12 0.00 1.000000 1.645168 1.840872 2.185365
4.976000e+12 0.00 1.000000 1.646764 1.842558 2.187192
4.974000e+12 0.00 1.000000 1.646874 1.842675 2.187319
4.964000e+12 0.00 1.000000 1.647427 1.843259 2.187952
4.958000e+12 0.00 1.000000 1.647759 1.843610 2.188332
4.955000e+12 0.00 1.000000 1.647926 1.843786 2.188522
4.947000e+12 0.00 1.000000 1.648370 1.844255 2.189031
4.939000e+12 0.00 1.000000 1.648814 1.844725 2.189540
4.922000e+12 0.00 1.000000 1.649762 1.845726 2.190625
4.918000e+12 0.00 1.000000 1.649986 1.845962 2.190881
4.914000e+12 0.00 1.000000 1.650209 1.846198 2.191137
4.914000e+12 0.00 1.000000 1.650209 1.846198 2.191137
4.912000e+12 0.00 1.000000 1.650321 1.846317 2.191265
4.906000e+12 0.00 1.000000 1.650657 1.846672 2.191650
4.902000e+12 0.00 1.000000 1.650882 1.846909 2.191906
4.893000e+12 0.00 1.000000 1.651387 1.847443 2.192485
4.873000e+12 0.00 1.000000 1.652514 1.848633 2.193775
4.869000e+12 0.00 1.000000 1.652740 1.848872 2.194033
4.864000e+12 0.00 1.000000 1.653023 1.849170 2.194357
4.858000e+12 0.00 1.000000 1.653362 1.849529 2.194746
4.846000e+12 0.00 1.000000 1.654043 1.850248 2.195525
4.846000e+12 0.00 1.000000 1.654043 1.850248 2.195525
4.846000e+12 0.00 1.000000 1.654043 1.850248 2.195525
4.846000e+12 0.00 1.000000 1.654043 1.850248 2.195525
4.815000e+12 0.00 1.000000 1.655810 1.852115 2.197547
4.815000e+12 0.00 1.000000 1.655810 1.852115 2.197547
4.805000e+12 0.00 1.000000 1.656383 1.852719 2.198202
4.798000e+12 0.00 1.000000 1.656784 1.853144 2.198662
4.778000e+12 0.00 1.000000 1.657935 1.854359 2.199979
4.776000e+12 0.00 1.000000 1.658051 1.854481 2.200111
4.776000e+12 0.00 1.000000 1.658051 1.854481 2.200111
4.771000e+12 0.00 1.000000 1.658339 1.854786 2.200441
4.759000e+12 0.00 1.000000 1.659034 1.855519 2.201235
4.749000e+12 0.00 1.000000 1.659613 1.856132 2.201899
4.734000e+12 0.00 1.000000 1.660486 1.857053 2.202897
4.726000e+12 0.00 1.000000 1.660952 1.857546 2.203430
4.726000e+12 0.00 1.000000 1.660952 1.857546 2.203430
4.705000e+12 0.00 1.000000 1.662181 1.858843 2.204836
4.695000e+12 0.00 1.000000 1.662768 1.859463 2.205507
4.678000e+12 0.00 1.000000 1.663769 1.860521 2.206653
4.676000e+12 0.00 1.000000 1.663888 1.860646 2.206788
4.654000e+12 0.00 1.000000 1.665190 1.862021 2.208277
4.647000e+12 0.00 1.000000 1.665606 1.862460 2.208752
4.627000e+12 0.00 1.000000 1.666797 1.863718 2.210115
4.608000e+12 0.00 1.000000 1.667934 1.864919 2.211415
4.585000e+12 0.00 1.000000 1.669318 1.866380 2.212997
4.565000e+12 0.00 1.000000 1.670527 1.867656 2.214380
4.563000e+12 0.00 1.000000 1.670648 1.867784 2.214518
4.559000e+12 0.00 1.000000 1.670891 1.868040 2.214796
4.544000e+12 0.00 1.000000 1.671803 1.869003 2.215838
4.540000e+12 0.00 1.000000 1.672046 1.869261 2.216117
4.534000e+12 0.00 1.000000 1.672412 1.869647 2.216535
4.528000e+12 0.00 1.000000 1.672779 1.870034 2.216954
4.521000e+12 0.00 1.000000 1.673207 1.870486 2.217444
4.521000e+12 0.00 1.000000 1.673207 1.870486 2.217444
4.482000e+12 0.00 1.000000 1.675606 1.873019 2.220186
4.459000e+12 0.00 1.000000 1.677032 1.874524 2.221815
4.445000e+12 0.00 1.000000 1.677904 1.875445 2.222812
4.418000e+12 0.00 1.000000 1.679593 1.877228 2.224742
4.412000e+12 0.00 1.000000 1.679970 1.877626 2.225173
4.410000e+12 0.00 1.000000 1.680096 1.877759 2.225317
4.405000e+12 0.00 1.000000 1.680411 1.878091 2.225676
4.379000e+12 0.00 1.000000 1.682054 1.879825 2.227553
4.368000e+12 0.00 1.000000 1.682752 1.880562 2.228351
4.364000e+12 0.00 1.000000 1.683006 1.880830 2.228641
4.352000e+12 0.00 1.000000 1.683771 1.881638 2.229515
4.339000e+12 0.00 1.000000 1.684602 1.882515 2.230464
4.333000e+12 0.00 1.000000 1.684986 1.882920 2.230903
4.306000e+12 0.00 1.000000 1.686723 1.884753 2.232887
4.298000e+12 0.00 1.000000 1.687240 1.885299 2.233477
4.281000e+12 0.00 1.000000 1.688342 1.886462 2.234736
4.277000e+12 0.00 1.000000 1.688602 1.886736 2.235033
4.275000e+12 0.00 1.000000 1.688732 1.886874 2.235181
4.271000e+12 0.00 1.000000 1.688992 1.887148 2.235478
4.257000e+12 0.00 1.000000 1.689906 1.888112 2.236521
4.234000e+12 0.00 1.000000 1.691413 1.889703 2.238243
4.232000e+12 0.00 1.000000 1.691545 1.889842 2.238393
4.230000e+12 0.00 1.000000 1.691676 1.889981 2.238543
4.226000e+12 0.00 1.000000 1.691939 1.890259 2.238844
4.222000e+12 0.00 1.000000 1.692203 1.890537 2.239145
4.213000e+12 0.00 1.000000 1.692797 1.891164 2.239823
4.199000e+12 0.00 1.000000 1.693724 1.892142 2.240882
4.193000e+12 0.00 1.000000 1.694122 1.892562 2.241336
4.193000e+12 0.00 1.000000 1.694122 1.892562 2.241336
4.188000e+12 0.00 1.000000 1.694455 1.892913 2.241716
4.188000e+12 0.00 1.000000 1.694455 1.892913 2.241716
4.174000e+12 0.00 1.000000 1.695388 1.893897 2.242781
4.164000e+12 0.00 1.000000 1.696056 1.894603 2.243544
4.159000e+12 0.00 1.000000 1.696391 1.894956 2.243926
4.153000e+12 0.00 1.000000 1.696794 1.895381 2.244385
4.149000e+12 0.00 1.000000 1.697062 1.895664 2.244692
4.131000e+12 0.00 1.000000 1.698275 1.896943 2.246076
4.129000e+12 0.00 1.000000 1.698410 1.897086 2.246230
4.126000e+12 0.00 1.000000 1.698612 1.897300 2.246461
4.124000e+12 0.00 1.000000 1.698748 1.897443 2.246616
4.118000e+12 0.00 1.000000 1.699154 1.897871 2.247079
4.114000e+12 0.00 1.000000 1.699425 1.898157 2.247388
4.108000e+12 0.00 1.000000 1.699832 1.898587 2.247853
4.079000e+12 0.00 1.000000 1.701809 1.900673 2.250110
4.069000e+12 0.00 1.000000 1.702495 1.901396 2.250892
4.060000e+12 0.00 1.000000 1.703113 1.902048 2.251597
4.050000e+12 0.00 1.000000 1.703802 1.902775 2.252383
4.048000e+12 0.00 1.000000 1.703940 1.902920 2.252540
4.040000e+12 0.00 1.000000 1.704492 1.903503 2.253171
4.037000e+12 0.00 1.000000 1.704700 1.903722 2.253408
4.033000e+12 0.00 1.000000 1.704977 1.904015 2.253724
4.025000e+12 0.00 1.000000 1.705532 1.904600 2.254357
4.015000e+12 0.00 1.000000 1.706227 1.905333 2.255150
4.007000e+12 0.00 1.000000 1.706785 1.905922 2.255786
3.994000e+12 0.00 1.000000 1.707693 1.906880 2.256823
3.988000e+12 0.00 1.000000 1.708114 1.907324 2.257302
3.986000e+12 0.00 1.000000 1.708254 1.907472 2.257462
3.984000e+12 0.00 1.000000 1.708394 1.907620 2.257622
3.976000e+12 0.00 1.000000 1.708957 1.908213 2.258264
3.969000e+12 0.00 1.000000 1.709450 1.908733 2.258826
3.957000e+12 0.00 1.000000 1.710297 1.909627 2.259792
3.953000e+12 0.00 1.000000 1.710580 1.909925 2.260115
3.951000e+12 0.00 1.000000 1.710722 1.910074 2.260277
3.940000e+12 0.00 1.000000 1.711502 1.910898 2.261167
3.932000e+12 0.00 1.000000 1.712071 1.911498 2.261816
3.924000e+12 0.00 1.000000 1.712641 1.912099 2.262466
3.905000e+12 0.00 1.000000 1.714001 1.913533 2.264016
3.897000e+12 0.00 1.000000 1.714575 1.914139 2.264671
3.885000e+12 0.00 1.000000 1.715440 1.915051 2.265657
3.880000e+12 0.00 1.000000 1.715801 1.915432 2.266068
3.872000e+12 0.00 1.000000 1.716379 1.916042 2.266728
3.872000e+12 0.00 1.000000 1.716379 1.916042 2.266728
3.866000e+12 0.00 1.000000 1.716814 1.916500 2.267224
3.856000e+12 0.00 1.000000 1.717540 1.917266 2.268052
3.827000e+12 0.00 1.000000 1.719658 1.919500 2.270466
3.814000e+12 0.00 1.000000 1.720613 1.920507 2.271554
3.808000e+12 0.00 1.000000 1.721055 1.920973 2.272058
3.802000e+12 0.00 1.000000 1.721498 1.921439 2.272563
3.792000e+12 0.00 1.000000 1.722237 1.922219 2.273406
3.787000e+12 0.00 1.000000 1.722608 1.922610 2.273828
3.769000e+12 0.00 1.000000 1.723946 1.924021 2.275353
3.767000e+12 0.00 1.000000 1.724095 1.924178 2.275523
3.765000e+12 0.00 1.000000 1.724244 1.924336 2.275693
3.765000e+12 0.00 1.000000 1.724244 1.924336 2.275693
3.754000e+12 0.00 1.000000 1.725067 1.925203 2.276630
3.742000e+12 0.00 1.000000 1.725966 1.926152 2.277655
3.734000e+12 0.00 1.000000 1.726568 1.926786 2.278341
3.725000e+12 0.00 1.000000 1.727247 1.927502 2.279114
3.717000e+12 0.00 1.000000 1.727851 1.928139 2.279803
3.713000e+12 0.00 1.000000 1.728154 1.928458 2.280148
3.705000e+12 0.00 1.000000 1.728761 1.929098 2.280839
3.701000e+12 0.00 1.000000 1.729065 1.929419 2.281186
3.696000e+12 0.00 1.000000 1.729445 1.929820 2.281619
3.690000e+12 0.00 1.000000 1.729903 1.930302 2.282140
3.690000e+12 0.00 1.000000 1.729903 1.930302 2.282140
3.686000e+12 0.00 1.000000 1.730208 1.930623 2.282488
3.686000e+12 0.00 1.000000 1.730208 1.930623 2.282488
3.686000e+12 0.00 1.000000 1.730208 1.930623 2.282488
3.684000e+12 0.00 1.000000 1.730361 1.930784 2.282662
3.680000e+12 0.00 1.000000 1.730666 1.931107 2.283010
3.678000e+12 0.00 1.000000 1.730819 1.931268 2.283184
3.667000e+12 0.00 1.000000 1.731663 1.932157 2.284145
3.665000e+12 0.00 1.000000 1.731816 1.932319 2.284320
3.663000e+12 0.00 1.000000 1.731970 1.932481 2.284495
3.647000e+12 0.00 1.000000 1.733203 1.933781 2.285899
3.647000e+12 0.00 1.000000 1.733203 1.933781 2.285899
3.645000e+12 0.00 1.000000 1.733357 1.933944 2.286075
3.637000e+12 0.00 1.000000 1.733976 1.934596 2.286780
3.630000e+12 0.00 1.000000 1.734519 1.935169 2.287399
3.612000e+12 0.00 1.000000 1.735920 1.936646 2.288994
3.606000e+12 0.00 1.000000 1.736389 1.937140 2.289528
3.601000e+12 0.00 1.000000 1.736780 1.937552 2.289973
3.591000e+12 0.00 1.000000 1.737564 1.938379 2.290866
3.587000e+12 0.00 1.000000 1.737879 1.938710 2.291224
3.583000e+12 0.00 1.000000 1.738194 1.939042 2.291583
3.577000e+12 0.00 1.000000 1.738666 1.939540 2.292121
3.570000e+12 0.00 1.000000 1.739219 1.940123 2.292750
3.566000e+12 0.00 1.000000 1.739535 1.940456 2.293111
3.564000e+12 0.00 1.000000 1.739694 1.940623 2.293291
3.545000e+12 0.00 1.000000 1.741203 1.942214 2.295009
3.545000e+12 0.00 1.000000 1.741203 1.942214 2.295009
3.543000e+12 0.00 1.000000 1.741362 1.942381 2.295190
3.539000e+12 0.00 1.000000 1.741681 1.942718 2.295553
3.539000e+12 0.00 1.000000 1.741681 1.942718 2.295553
3.533000e+12 0.00 1.000000 1.742160 1.943223 2.296099
3.533000e+12 0.00 1.000000 1.742160 1.943223 2.296099
3.533000e+12 0.00 1.000000 1.742160 1.943223 2.296099
3.531000e+12 0.00 1.000000 1.742320 1.943391 2.296281
3.529000e+12 0.00 1.000000 1.742480 1.943560 2.296463
3.512000e+12 0.00 1.000000 1.743844 1.944998 2.298016
3.484000e+12 0.00 1.000000 1.746106 1.947382 2.300590
3.467000e+12 0.00 1.000000 1.747489 1.948839 2.302165
3.465000e+12 0.00 1.000000 1.747653 1.949011 2.302350
3.455000e+12 0.00 1.000000 1.748470 1.949873 2.303281
3.450000e+12 0.00 1.000000 1.748880 1.950305 2.303747
3.444000e+12 0.00 1.000000 1.749372 1.950824 2.304307
3.444000e+12 0.00 1.000000 1.749372 1.950824 2.304307
3.442000e+12 0.00 1.000000 1.749537 1.950997 2.304494
3.434000e+12 0.00 1.000000 1.750195 1.951691 2.305244
3.432000e+12 0.00 1.000000 1.750360 1.951865 2.305431
3.423000e+12 0.00 1.000000 1.751104 1.952648 2.306277
3.419000e+12 0.00 1.000000 1.751435 1.952997 2.306654
3.415000e+12 0.00 1.000000 1.751766 1.953346 2.307031
3.411000e+12 0.00 1.000000 1.752098 1.953696 2.307409
3.399000e+12 0.00 1.000000 1.753096 1.954748 2.308544
3.397000e+12 0.00 1.000000 1.753263 1.954923 2.308734
3.395000e+12 0.00 1.000000 1.753430 1.955099 2.308924
3.386000e+12 0.00 1.000000 1.754182 1.955892 2.309779
3.384000e+12 0.00 1.000000 1.754349 1.956068 2.309970
3.376000e+12 0.00 1.000000 1.755020 1.956775 2.310733
3.370000e+12 0.00 1.000000 1.755524 1.957306 2.311306
3.366000e+12 0.00 1.000000 1.755861 1.957661 2.311689
3.366000e+12 0.00 1.000000 1.755861 1.957661 2.311689
3.364000e+12 0.00 1.000000 1.756029 1.957838 2.311881
3.351000e+12 0.00 1.000000 1.757127 1.958995 2.313130
3.341000e+12 0.00 1.000000 1.757975 1.959888 2.314094
3.335000e+12 0.00 1.000000 1.758485 1.960425 2.314674
3.335000e+12 0.00 1.000000 1.758485 1.960425 2.314674
3.333000e+12 0.00 1.000000 1.758655 1.960605 2.314867
3.330000e+12 0.00 1.000000 1.758910 1.960874 2.315158
3.326000e+12 0.00 1.000000 1.759251 1.961233 2.315546
3.312000e+12 0.00 1.000000 1.760448 1.962494 2.316907
3.308000e+12 0.00 1.000000 1.760792 1.962856 2.317297
3.293000e+12 0.00 1.000000 1.762082 1.964215 2.318764
3.293000e+12 0.00 1.000000 1.762082 1.964215 2.318764
3.293000e+12 0.00 1.000000 1.762082 1.964215 2.318764
3.287000e+12 0.00 1.000000 1.762600 1.964761 2.319353
3.285000e+12 0.00 1.000000 1.762773 1.964943 2.319550
3.279000e+12 0.00 1.000000 1.763292 1.965490 2.320140
3.275000e+12 0.00 1.000000 1.763639 1.965855 2.320535
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.268000e+12 0.00 1.000000 1.764247 1.966496 2.321226
3.266000e+12 0.00 1.000000 1.764421 1.966679 2.321424
3.266000e+12 0.00 1.000000 1.764421 1.966679 2.321424
3.266000e+12 0.00 1.000000 1.764421 1.966679 2.321424
3.260000e+12 0.00 1.000000 1.764943 1.967229 2.322018
3.256000e+12 0.00 1.000000 1.765292 1.967597 2.322414
3.252000e+12 0.00 1.000000 1.765642 1.967965 2.322812
3.250000e+12 0.00 1.000000 1.765816 1.968149 2.323010
3.242000e+12 0.00 1.000000 1.766517 1.968887 2.323807
3.233000e+12 0.00 1.000000 1.767308 1.969720 2.324706
3.231000e+12 0.00 1.000000 1.767484 1.969905 2.324906
3.227000e+12 0.00 1.000000 1.767836 1.970276 2.325306
3.223000e+12 0.00 1.000000 1.768189 1.970648 2.325707
3.213000e+12 0.00 1.000000 1.769073 1.971579 2.326712
3.208000e+12 0.00 1.000000 1.769516 1.972046 2.327216
3.204000e+12 0.00 1.000000 1.769871 1.972420 2.327619
3.202000e+12 0.00 1.000000 1.770049 1.972607 2.327821
3.194000e+12 0.00 1.000000 1.770761 1.973357 2.328631
3.188000e+12 0.00 1.000000 1.771296 1.973921 2.329239
3.186000e+12 0.00 1.000000 1.771475 1.974109 2.329442
3.178000e+12 0.00 1.000000 1.772190 1.974863 2.330255
3.178000e+12 0.00 1.000000 1.772190 1.974863 2.330255
3.171000e+12 0.00 1.000000 1.772818 1.975524 2.330969
3.161000e+12 0.00 1.000000 1.773718 1.976472 2.331992
3.157000e+12 0.00 1.000000 1.774079 1.976852 2.332401
3.149000e+12 0.00 1.000000 1.774802 1.977613 2.333223
3.147000e+12 0.00 1.000000 1.774983 1.977804 2.333429
3.147000e+12 0.00 1.000000 1.774983 1.977804 2.333429
3.142000e+12 0.00 1.000000 1.775436 1.978281 2.333944
3.142000e+12 0.00 1.000000 1.775436 1.978281 2.333944
3.128000e+12 0.00 1.000000 1.776709 1.979622 2.335390
3.128000e+12 0.00 1.000000 1.776709 1.979622 2.335390
3.126000e+12 0.00 1.000000 1.776892 1.979814 2.335597
3.118000e+12 0.00 1.000000 1.777622 1.980584 2.336427
3.118000e+12 0.00 1.000000 1.777622 1.980584 2.336427
3.113000e+12 0.00 1.000000 1.778080 1.981066 2.336947
3.103000e+12 0.00 1.000000 1.778998 1.982032 2.337990
3.095000e+12 0.00 1.000000 1.779734 1.982808 2.338827
3.093000e+12 0.00 1.000000 1.779919 1.983002 2.339036
3.093000e+12 0.00 1.000000 1.779919 1.983002 2.339036
3.091000e+12 0.00 1.000000 1.780103 1.983197 2.339246
3.091000e+12 0.00 1.000000 1.780103 1.983197 2.339246
3.091000e+12 0.00 1.000000 1.780103 1.983197 2.339246
3.087000e+12 0.00 1.000000 1.780473 1.983586 2.339666
3.085000e+12 0.00 1.000000 1.780658 1.983780 2.339876
3.074000e+12 0.00 1.000000 1.781678 1.984854 2.341034
3.072000e+12 0.00 1.000000 1.781864 1.985050 2.341245
3.060000e+12 0.00 1.000000 1.782981 1.986227 2.342515
3.060000e+12 0.00 1.000000 1.782981 1.986227 2.342515
3.053000e+12 0.00 1.000000 1.783635 1.986916 2.343258
3.051000e+12 0.00 1.000000 1.783823 1.987113 2.343470
3.049000e+12 0.00 1.000000 1.784010 1.987310 2.343683
3.039000e+12 0.00 1.000000 1.784949 1.988298 2.344749
3.037000e+12 0.00 1.000000 1.785137 1.988496 2.344963
3.035000e+12 0.00 1.000000 1.785325 1.988695 2.345177
3.035000e+12 0.00 1.000000 1.785325 1.988695 2.345177
3.035000e+12 0.00 1.000000 1.785325 1.988695 2.345177
3.027000e+12 0.00 1.000000 1.786079 1.989489 2.346033
3.022000e+12 0.00 1.000000 1.786552 1.989987 2.346570
3.020000e+12 0.00 1.000000 1.786741 1.990186 2.346785
3.020000e+12 0.00 1.000000 1.786741 1.990186 2.346785
3.016000e+12 0.00 1.000000 1.787120 1.990585 2.347215
3.006000e+12 0.00 1.000000 1.788070 1.991585 2.348293
3.004000e+12 0.00 1.000000 1.788260 1.991785 2.348510
2.998000e+12 0.00 1.000000 1.788832 1.992387 2.349159
2.992000e+12 0.00 1.000000 1.789405 1.992991 2.349810
2.989000e+12 0.00 1.000000 1.789692 1.993293 2.350136
2.987000e+12 0.00 1.000000 1.789884 1.993495 2.350353
2.987000e+12 0.00 1.000000 1.789884 1.993495 2.350353
2.985000e+12 0.00 1.000000 1.790075 1.993696 2.350571
2.985000e+12 0.00 1.000000 1.790075 1.993696 2.350571
2.983000e+12 0.00 1.000000 1.790267 1.993898 2.350788
2.975000e+12 0.00 1.000000 1.791036 1.994707 2.351661
2.969000e+12 0.00 1.000000 1.791614 1.995316 2.352317
2.952000e+12 0.00 1.000000 1.793258 1.997047 2.354183
2.948000e+12 0.00 1.000000 1.793646 1.997456 2.354624
2.938000e+12 0.00 1.000000 1.794620 1.998480 2.355729
2.938000e+12 0.00 1.000000 1.794620 1.998480 2.355729
2.936000e+12 0.00 1.000000 1.794815 1.998686 2.355951
2.934000e+12 0.00 1.000000 1.795010 1.998891 2.356172
2.923000e+12 0.00 1.000000 1.796087 2.000024 2.357394
2.921000e+12 0.00 1.000000 1.796283 2.000231 2.357617
2.919000e+12 0.00 1.000000 1.796479 2.000438 2.357839
2.917000e+12 0.00 1.000000 1.796676 2.000644 2.358062
2.911000e+12 0.00 1.000000 1.797266 2.001266 2.358732
2.905000e+12 0.00 1.000000 1.797858 2.001889 2.359404
2.903000e+12 0.00 1.000000 1.798055 2.002097 2.359628
2.900000e+12 0.00 1.000000 1.798352 2.002409 2.359964
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.896000e+12 0.00 1.000000 1.798748 2.002825 2.360414
2.894000e+12 0.00 1.000000 1.798946 2.003034 2.360638
2.894000e+12 0.00 1.000000 1.798946 2.003034 2.360638
2.890000e+12 0.00 1.000000 1.799342 2.003452 2.361089
2.886000e+12 0.00 1.000000 1.799740 2.003870 2.361540
2.882000e+12 0.00 1.000000 1.800138 2.004289 2.361991
2.880000e+12 0.00 1.000000 1.800337 2.004498 2.362217
2.876000e+12 0.00 1.000000 1.800736 2.004918 2.362670
2.857000e+12 0.00 1.000000 1.802639 2.006921 2.364828
2.855000e+12 0.00 1.000000 1.802840 2.007132 2.365057
2.851000e+12 0.00 1.000000 1.803242 2.007556 2.365513
2.847000e+12 0.00 1.000000 1.803645 2.007981 2.365971
2.843000e+12 0.00 1.000000 1.804049 2.008406 2.366429
2.841000e+12 0.00 1.000000 1.804251 2.008618 2.366658
2.832000e+12 0.00 1.000000 1.805163 2.009578 2.367692
2.830000e+12 0.00 1.000000 1.805366 2.009791 2.367923
2.816000e+12 0.00 1.000000 1.806791 2.011291 2.369539
2.810000e+12 0.00 1.000000 1.807404 2.011937 2.370235
2.808000e+12 0.00 1.000000 1.807609 2.012152 2.370467
2.808000e+12 0.00 1.000000 1.807609 2.012152 2.370467
2.805000e+12 0.00 1.000000 1.807917 2.012476 2.370816
2.805000e+12 0.00 1.000000 1.807917 2.012476 2.370816
2.805000e+12 0.00 1.000000 1.807917 2.012476 2.370816
2.801000e+12 0.00 1.000000 1.808327 2.012907 2.371281
2.799000e+12 0.00 1.000000 1.808532 2.013124 2.371514
2.795000e+12 0.00 1.000000 1.808944 2.013556 2.371980
2.791000e+12 0.00 1.000000 1.809356 2.013990 2.372448
2.789000e+12 0.00 1.000000 1.809562 2.014207 2.372681
2.781000e+12 0.00 1.000000 1.810388 2.015077 2.373619
2.778000e+12 0.00 1.000000 1.810699 2.015403 2.373971
