# M[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
7.217000e+12 1.546218 1.736187 0.000 1.000000 0.623427 8.891156 10.362632 8.846814
7.176000e+12 1.547734 1.737793 0.000 1.000000 0.623256 8.896579 10.370219 8.852347
7.170000e+12 1.547957 1.738029 0.000 1.000000 0.623231 8.897377 10.371337 8.853161
7.159000e+12 1.548366 1.738462 0.000 1.000000 0.623185 8.898841 10.373386 8.854655
7.143000e+12 1.548962 1.739093 0.000 1.000000 0.623118 8.900973 10.376371 8.856830
7.143000e+12 1.548962 1.739093 0.000 1.000000 0.623118 8.900973 10.376371 8.856830
7.139000e+12 1.549111 1.739251 0.000 1.000000 0.623101 8.901506 10.377115 8.857373
7.132000e+12 1.549372 1.739528 0.000 1.000000 0.623071 8.902439 10.378418 8.858325
7.112000e+12 1.550121 1.740321 0.000 1.000000 0.622987 8.905119 10.382169 8.861062
7.106000e+12 1.550345 1.740559 0.000 1.000000 0.622962 8.905919 10.383285 8.861876
7.091000e+12 1.550909 1.741156 0.000 1.000000 0.622898 8.907938 10.386110 8.863937
7.077000e+12 1.551435 1.741714 0.000 1.000000 0.622839 8.909818 10.388736 8.865854
7.072000e+12 1.551624 1.741913 0.000 1.000000 0.622818 8.910494 10.389690 8.866546
7.041000e+12 1.552795 1.743154 0.000 1.000000 0.622686 8.914682 10.395544 8.870818
7.033000e+12 1.553098 1.743475 0.000 1.000000 0.622652 8.915765 10.397060 8.871921
6.961000e+12 1.555844 1.746383 0.000 1.000000 0.622343 8.925583 10.410800 8.881938
6.901000e+12 1.558156 1.748832 0.000 1.000000 0.622084 8.933847 10.422362 8.890371
6.899000e+12 1.558233 1.748914 0.000 1.000000 0.622075 8.934122 10.422744 8.890650
6.880000e+12 1.558970 1.749694 0.000 1.000000 0.621993 8.936756 10.426434 8.893336
6.874000e+12 1.559203 1.749941 0.000 1.000000 0.621967 8.937589 10.427597 8.894187
6.862000e+12 1.559670 1.750436 0.000 1.000000 0.621914 8.939258 10.429930 8.895888
6.833000e+12 1.560803 1.751635 0.000 1.000000 0.621788 8.943307 10.435602 8.900020
6.828000e+12 1.560998 1.751842 0.000 1.000000 0.621766 8.944003 10.436574 8.900729
6.826000e+12 1.561077 1.751925 0.000 1.000000 0.621757 8.944286 10.436973 8.901020
6.775000e+12 1.563083 1.754049 0.000 1.000000 0.621533 8.951453 10.447006 8.908329
6.768000e+12 1.563359 1.754342 0.000 1.000000 0.621502 8.952438 10.448381 8.909331
6.764000e+12 1.563518 1.754510 0.000 1.000000 0.621485 8.953007 10.449179 8.909913
6.756000e+12 1.563834 1.754845 0.000 1.000000 0.621449 8.954135 10.450756 8.911064
6.729000e+12 1.564906 1.755980 0.000 1.000000 0.621330 8.957965 10.456117 8.914969
6.725000e+12 1.565066 1.756149 0.000 1.000000 0.621312 8.958537 10.456920 8.915553
6.725000e+12 1.565066 1.756149 0.000 1.000000 0.621312 8.958537 10.456920 8.915553
6.673000e+12 1.567145 1.758350 0.000 1.000000 0.621080 8.965962 10.467316 8.923125
6.659000e+12 1.567707 1.758946 0.000 1.000000 0.621018 8.967968 10.470118 8.925171
6.655000e+12 1.567868 1.759116 0.000 1.000000 0.621000 8.968543 10.470926 8.925755
6.632000e+12 1.568796 1.760099 0.000 1.000000 0.620897 8.971857 10.475562 8.929134
6.566000e+12 1.571479 1.762939 0.000 1.000000 0.620599 8.981436 10.488976 8.938906
6.551000e+12 1.572092 1.763588 0.000 1.000000 0.620531 8.983623 10.492040 8.941135
6.533000e+12 1.572831 1.764370 0.000 1.000000 0.620449 8.986262 10.495735 8.943825
6.473000e+12 1.575308 1.766993 0.000 1.000000 0.620174 8.995101 10.508107 8.952836
6.442000e+12 1.576598 1.768358 0.000 1.000000 0.620032 8.999704 10.514557 8.957532
6.398000e+12 1.578441 1.770308 0.000 1.000000 0.619828 9.006280 10.523771 8.964237
6.386000e+12 1.578946 1.770842 0.000 1.000000 0.619773 9.008082 10.526297 8.966073
6.361000e+12 1.580001 1.771959 0.000 1.000000 0.619656 9.011845 10.531565 8.969910
6.347000e+12 1.580594 1.772587 0.000 1.000000 0.619591 9.013960 10.534525 8.972066
6.320000e+12 1.581741 1.773801 0.000 1.000000 0.619465 9.018050 10.540255 8.976235
6.318000e+12 1.581826 1.773891 0.000 1.000000 0.619455 9.018353 10.540679 8.976543
6.278000e+12 1.583536 1.775701 0.000 1.000000 0.619267 9.024451 10.549219 8.982756
6.270000e+12 1.583880 1.776064 0.000 1.000000 0.619229 9.025678 10.550944 8.984011
6.266000e+12 1.584052 1.776246 0.000 1.000000 0.619210 9.026292 10.551803 8.984635
6.233000e+12 1.585474 1.777752 0.000 1.000000 0.619054 9.031360 10.558897 8.989798
6.202000e+12 1.586818 1.779174 0.000 1.000000 0.618906 9.036151 10.565611 8.994684
6.198000e+12 1.586992 1.779358 0.000 1.000000 0.618887 9.036772 10.566481 8.995316
6.194000e+12 1.587166 1.779543 0.000 1.000000 0.618868 9.037392 10.567344 8.995948
6.175000e+12 1.587995 1.780419 0.000 1.000000 0.618777 9.040347 10.571492 8.998959
6.138000e+12 1.589616 1.782135 0.000 1.000000 0.618600 9.046124 10.579581 9.004846
6.136000e+12 1.589704 1.782228 0.000 1.000000 0.618590 9.046438 10.580022 9.005166
6.132000e+12 1.589880 1.782414 0.000 1.000000 0.618571 9.047065 10.580902 9.005806
6.113000e+12 1.590718 1.783301 0.000 1.000000 0.618479 9.050052 10.585084 9.008849
6.059000e+12 1.593114 1.785836 0.000 1.000000 0.618217 9.058588 10.597047 9.017549
6.045000e+12 1.593739 1.786497 0.000 1.000000 0.618149 9.060815 10.600168 9.019818
6.031000e+12 1.594366 1.787160 0.000 1.000000 0.618081 9.063049 10.603301 9.022094
6.026000e+12 1.594590 1.787397 0.000 1.000000 0.618056 9.063847 10.604419 9.022905
6.010000e+12 1.595309 1.788158 0.000 1.000000 0.617978 9.066408 10.608006 9.025518
5.995000e+12 1.595984 1.788872 0.000 1.000000 0.617904 9.068811 10.611376 9.027962
5.991000e+12 1.596165 1.789063 0.000 1.000000 0.617885 9.069457 10.612283 9.028622
5.985000e+12 1.596436 1.789350 0.000 1.000000 0.617855 9.070422 10.613633 9.029606
5.952000e+12 1.597931 1.790932 0.000 1.000000 0.617692 9.075745 10.621092 9.035028
5.950000e+12 1.598022 1.791028 0.000 1.000000 0.617682 9.076069 10.621548 9.035360
5.937000e+12 1.598614 1.791654 0.000 1.000000 0.617618 9.078178 10.624504 9.037507
5.931000e+12 1.598888 1.791944 0.000 1.000000 0.617588 9.079154 10.625871 9.038500
5.892000e+12 1.600674 1.793834 0.000 1.000000 0.617394 9.085512 10.634778 9.044979
5.892000e+12 1.600674 1.793834 0.000 1.000000 0.617394 9.085512 10.634778 9.044979
5.873000e+12 1.601549 1.794759 0.000 1.000000 0.617299 9.088628 10.639149 9.048155
5.836000e+12 1.603261 1.796571 0.000 1.000000 0.617113 9.094721 10.647683 9.054361
5.807000e+12 1.604611 1.797999 0.000 1.000000 0.616967 9.099525 10.654418 9.059252
5.789000e+12 1.605453 1.798889 0.000 1.000000 0.616876 9.102522 10.658622 9.062306
5.787000e+12 1.605547 1.798988 0.000 1.000000 0.616866 9.102857 10.659094 9.062647
5.749000e+12 1.607334 1.800878 0.000 1.000000 0.616672 9.109215 10.668009 9.069124
5.745000e+12 1.607523 1.801077 0.000 1.000000 0.616652 9.109888 10.668958 9.069809
5.741000e+12 1.607712 1.801277 0.000 1.000000 0.616631 9.110560 10.669900 9.070494
5.741000e+12 1.607712 1.801277 0.000 1.000000 0.616631 9.110560 10.669900 9.070494
5.739000e+12 1.607806 1.801377 0.000 1.000000 0.616621 9.110894 10.670364 9.070831
5.735000e+12 1.607996 1.801577 0.000 1.000000 0.616601 9.111571 10.671319 9.071523
5.733000e+12 1.608090 1.801678 0.000 1.000000 0.616591 9.111904 10.671776 9.071863
5.727000e+12 1.608375 1.801978 0.000 1.000000 0.616560 9.112919 10.673208 9.072896
5.722000e+12 1.608612 1.802229 0.000 1.000000 0.616534 9.113762 10.674388 9.073755
5.677000e+12 1.610756 1.804497 0.000 1.000000 0.616303 9.121389 10.685077 9.081524
5.669000e+12 1.611139 1.804903 0.000 1.000000 0.616262 9.122751 10.686980 9.082910
5.664000e+12 1.611379 1.805156 0.000 1.000000 0.616236 9.123605 10.688183 9.083780
5.663000e+12 1.611427 1.805207 0.000 1.000000 0.616230 9.123776 10.688420 9.083954
5.656000e+12 1.611763 1.805563 0.000 1.000000 0.616194 9.124971 10.690091 9.085170
5.654000e+12 1.611859 1.805664 0.000 1.000000 0.616184 9.125312 10.690574 9.085518
5.646000e+12 1.612244 1.806071 0.000 1.000000 0.616142 9.126681 10.692494 9.086912
5.638000e+12 1.612629 1.806479 0.000 1.000000 0.616101 9.128050 10.694408 9.088305
5.619000e+12 1.613547 1.807449 0.000 1.000000 0.616002 9.131315 10.698991 9.091631
5.617000e+12 1.613644 1.807551 0.000 1.000000 0.615992 9.131660 10.699479 9.091983
5.613000e+12 1.613837 1.807756 0.000 1.000000 0.615971 9.132345 10.700435 9.092680
5.598000e+12 1.614565 1.808525 0.000 1.000000 0.615893 9.134934 10.704071 9.095317
5.596000e+12 1.614662 1.808628 0.000 1.000000 0.615882 9.135279 10.704551 9.095666
5.574000e+12 1.615734 1.809760 0.000 1.000000 0.615767 9.139091 10.709907 9.099549
5.563000e+12 1.616272 1.810329 0.000 1.000000 0.615709 9.141005 10.712589 9.101497
5.561000e+12 1.616370 1.810432 0.000 1.000000 0.615699 9.141353 10.713082 9.101854
5.557000e+12 1.616565 1.810639 0.000 1.000000 0.615678 9.142045 10.714048 9.102558
5.512000e+12 1.618779 1.812980 0.000 1.000000 0.615440 9.149916 10.725085 9.110570
5.512000e+12 1.618779 1.812980 0.000 1.000000 0.615440 9.149916 10.725085 9.110570
5.470000e+12 1.620863 1.815183 0.000 1.000000 0.615217 9.157323 10.735476 9.118114
5.456000e+12 1.621561 1.815921 0.000 1.000000 0.615142 9.159802 10.738955 9.120638
5.441000e+12 1.622311 1.816714 0.000 1.000000 0.615062 9.162467 10.742692 9.123348
5.435000e+12 1.622612 1.817032 0.000 1.000000 0.615030 9.163537 10.744194 9.124437
5.433000e+12 1.622712 1.817139 0.000 1.000000 0.615019 9.163891 10.744683 9.124798
5.429000e+12 1.622913 1.817351 0.000 1.000000 0.614998 9.164606 10.745688 9.125526
5.412000e+12 1.623768 1.818255 0.000 1.000000 0.614906 9.167643 10.749949 9.128616
5.394000e+12 1.624677 1.819216 0.000 1.000000 0.614809 9.170873 10.754478 9.131905
5.377000e+12 1.625538 1.820126 0.000 1.000000 0.614717 9.173931 10.758770 9.135015
5.369000e+12 1.625945 1.820556 0.000 1.000000 0.614674 9.175377 10.760800 9.136492
5.363000e+12 1.626250 1.820878 0.000 1.000000 0.614641 9.176460 10.762323 9.137594
5.340000e+12 1.627423 1.822119 0.000 1.000000 0.614516 9.180626 10.768160 9.141833
5.315000e+12 1.628705 1.823473 0.000 1.000000 0.614380 9.185179 10.774556 9.146466
5.303000e+12 1.629322 1.824126 0.000 1.000000 0.614314 9.187370 10.777624 9.148696
5.301000e+12 1.629425 1.824235 0.000 1.000000 0.614303 9.187735 10.778136 9.149069
5.299000e+12 1.629529 1.824344 0.000 1.000000 0.614292 9.188106 10.778661 9.149445
5.245000e+12 1.632328 1.827303 0.000 1.000000 0.613994 9.198042 10.792601 9.159556
5.220000e+12 1.633635 1.828684 0.000 1.000000 0.613856 9.202682 10.799114 9.164279
5.208000e+12 1.634265 1.829350 0.000 1.000000 0.613789 9.204919 10.802250 9.166555
5.202000e+12 1.634580 1.829683 0.000 1.000000 0.613755 9.206036 10.803819 9.167692
5.195000e+12 1.634949 1.830072 0.000 1.000000 0.613716 9.207346 10.805664 9.169028
5.173000e+12 1.636110 1.831300 0.000 1.000000 0.613593 9.211466 10.811439 9.173218
5.154000e+12 1.637118 1.832365 0.000 1.000000 0.613487 9.215043 10.816460 9.176857
5.150000e+12 1.637331 1.832590 0.000 1.000000 0.613464 9.215800 10.817522 9.177629
5.148000e+12 1.637437 1.832702 0.000 1.000000 0.613453 9.216175 10.818050 9.178010
5.135000e+12 1.638130 1.833434 0.000 1.000000 0.613380 9.218635 10.821503 9.180512
5.110000e+12 1.639467 1.834847 0.000 1.000000 0.613238 9.223378 10.828160 9.185337
5.081000e+12 1.641027 1.836496 0.000 1.000000 0.613073 9.228912 10.835923 9.190967
5.069000e+12 1.641675 1.837181 0.000 1.000000 0.613005 9.231210 10.839147 9.193306
5.067000e+12 1.641784 1.837295 0.000 1.000000 0.612994 9.231597 10.839699 9.193702
5.036000e+12 1.643467 1.839074 0.000 1.000000 0.612816 9.237566 10.848073 9.199772
4.989000e+12 1.646041 1.841793 0.000 1.000000 0.612545 9.246694 10.860890 9.209059
4.976000e+12 1.646758 1.842550 0.000 1.000000 0.612470 9.249236 10.864463 9.211645
4.939000e+12 1.648808 1.844717 0.000 1.000000 0.612255 9.256503 10.874657 9.219037
4.937000e+12 1.648919 1.844834 0.000 1.000000 0.612243 9.256896 10.875211 9.219434
4.933000e+12 1.649142 1.845070 0.000 1.000000 0.612219 9.257687 10.876318 9.220239
4.926000e+12 1.649533 1.845482 0.000 1.000000 0.612178 9.259074 10.878272 9.221650
4.916000e+12 1.650091 1.846072 0.000 1.000000 0.612120 9.261051 10.881045 9.223661
4.914000e+12 1.650203 1.846190 0.000 1.000000 0.612108 9.261448 10.881605 9.224066
4.898000e+12 1.651100 1.847138 0.000 1.000000 0.612014 9.264627 10.886066 9.227298
4.895000e+12 1.651268 1.847316 0.000 1.000000 0.611996 9.265222 10.886898 9.227901
4.885000e+12 1.651831 1.847910 0.000 1.000000 0.611938 9.267218 10.889705 9.229932
4.885000e+12 1.651831 1.847910 0.000 1.000000 0.611938 9.267218 10.889705 9.229932
4.866000e+12 1.652903 1.849043 0.000 1.000000 0.611825 9.271016 10.895034 9.233795
4.840000e+12 1.654378 1.850600 0.000 1.000000 0.611671 9.276243 10.902381 9.239114
4.829000e+12 1.655004 1.851262 0.000 1.000000 0.611606 9.278460 10.905490 9.241367
4.817000e+12 1.655689 1.851986 0.000 1.000000 0.611534 9.280887 10.908895 9.243834
4.807000e+12 1.656262 1.852590 0.000 1.000000 0.611474 9.282918 10.911754 9.245901
4.776000e+12 1.658044 1.854473 0.000 1.000000 0.611288 9.289229 10.920613 9.252316
4.771000e+12 1.658333 1.854778 0.000 1.000000 0.611258 9.290253 10.922052 9.253359
4.747000e+12 1.659723 1.856246 0.000 1.000000 0.611113 9.295175 10.928967 9.258361
4.743000e+12 1.659956 1.856492 0.000 1.000000 0.611089 9.296001 10.930126 9.259202
4.734000e+12 1.660480 1.857045 0.000 1.000000 0.611034 9.297857 10.932736 9.261090
4.730000e+12 1.660713 1.857291 0.000 1.000000 0.611010 9.298682 10.933895 9.261928
4.724000e+12 1.661063 1.857661 0.000 1.000000 0.610974 9.299921 10.935633 9.263189
4.699000e+12 1.662527 1.859207 0.000 1.000000 0.610821 9.305105 10.942915 9.268458
4.685000e+12 1.663350 1.860077 0.000 1.000000 0.610736 9.308018 10.947001 9.271418
4.676000e+12 1.663881 1.860637 0.000 1.000000 0.610681 9.309898 10.949647 9.273330
4.676000e+12 1.663881 1.860637 0.000 1.000000 0.610681 9.309898 10.949647 9.273330
4.651000e+12 1.665361 1.862201 0.000 1.000000 0.610527 9.315136 10.956998 9.278654
4.641000e+12 1.665956 1.862828 0.000 1.000000 0.610465 9.317243 10.959967 9.280797
4.631000e+12 1.666552 1.863458 0.000 1.000000 0.610404 9.319353 10.962925 9.282943
4.631000e+12 1.666552 1.863458 0.000 1.000000 0.610404 9.319353 10.962925 9.282943
4.614000e+12 1.667568 1.864531 0.000 1.000000 0.610298 9.322948 10.967975 9.286597
4.610000e+12 1.667808 1.864784 0.000 1.000000 0.610273 9.323798 10.969172 9.287459
4.608000e+12 1.667928 1.864911 0.000 1.000000 0.610261 9.324222 10.969766 9.287891
4.598000e+12 1.668528 1.865545 0.000 1.000000 0.610199 9.326345 10.972746 9.290049
4.592000e+12 1.668889 1.865926 0.000 1.000000 0.610161 9.327622 10.974542 9.291347
4.590000e+12 1.669010 1.866053 0.000 1.000000 0.610149 9.328051 10.975149 9.291783
4.588000e+12 1.669130 1.866180 0.000 1.000000 0.610136 9.328475 10.975743 9.292212
4.575000e+12 1.669915 1.867009 0.000 1.000000 0.610055 9.331253 10.979645 9.295037
4.567000e+12 1.670399 1.867520 0.000 1.000000 0.610005 9.332965 10.982051 9.296779
4.567000e+12 1.670399 1.867520 0.000 1.000000 0.610005 9.332965 10.982051 9.296779
4.559000e+12 1.670884 1.868032 0.000 1.000000 0.609955 9.334681 10.984462 9.298521
4.552000e+12 1.671309 1.868481 0.000 1.000000 0.609911 9.336185 10.986573 9.300049
4.542000e+12 1.671918 1.869123 0.000 1.000000 0.609848 9.338340 10.989608 9.302239
4.532000e+12 1.672528 1.869767 0.000 1.000000 0.609785 9.340498 10.992640 9.304433
4.515000e+12 1.673568 1.870866 0.000 1.000000 0.609678 9.344176 10.997801 9.308171
4.511000e+12 1.673814 1.871125 0.000 1.000000 0.609653 9.345047 10.999029 9.309056
4.511000e+12 1.673814 1.871125 0.000 1.000000 0.609653 9.345047 10.999029 9.309056
4.511000e+12 1.673814 1.871125 0.000 1.000000 0.609653 9.345047 10.999029 9.309056
4.505000e+12 1.674182 1.871514 0.000 1.000000 0.609615 9.346348 11.000855 9.310377
4.501000e+12 1.674428 1.871774 0.000 1.000000 0.609589 9.347218 11.002075 9.311262
4.499000e+12 1.674551 1.871904 0.000 1.000000 0.609577 9.347653 11.002685 9.311703
4.492000e+12 1.674983 1.872359 0.000 1.000000 0.609532 9.349181 11.004840 9.313258
4.486000e+12 1.675353 1.872750 0.000 1.000000 0.609494 9.350490 11.006676 9.314587
4.480000e+12 1.675724 1.873141 0.000 1.000000 0.609456 9.351802 11.008525 9.315921
4.480000e+12 1.675724 1.873141 0.000 1.000000 0.609456 9.351802 11.008525 9.315921
4.470000e+12 1.676343 1.873795 0.000 1.000000 0.609392 9.353991 11.011597 9.318147
4.445000e+12 1.677897 1.875436 0.000 1.000000 0.609232 9.359485 11.019315 9.323726
4.435000e+12 1.678522 1.876095 0.000 1.000000 0.609168 9.361696 11.022427 9.325976
4.426000e+12 1.679085 1.876690 0.000 1.000000 0.609110 9.363686 11.025219 9.327996
4.422000e+12 1.679336 1.876955 0.000 1.000000 0.609084 9.364573 11.026466 9.328900
4.410000e+12 1.680089 1.877750 0.000 1.000000 0.609007 9.367234 11.030206 9.331600
4.408000e+12 1.680215 1.877883 0.000 1.000000 0.608994 9.367680 11.030832 9.332056
4.399000e+12 1.680782 1.878482 0.000 1.000000 0.608936 9.369684 11.033645 9.334091
4.397000e+12 1.680908 1.878615 0.000 1.000000 0.608923 9.370129 11.034271 9.334544
4.387000e+12 1.681540 1.879282 0.000 1.000000 0.608858 9.372364 11.037412 9.336814
4.385000e+12 1.681667 1.879416 0.000 1.000000 0.608845 9.372813 11.038043 9.337270
4.381000e+12 1.681920 1.879683 0.000 1.000000 0.608819 9.373707 11.039300 9.338179
4.379000e+12 1.682047 1.879817 0.000 1.000000 0.608806 9.374156 11.039932 9.338635
4.370000e+12 1.682618 1.880420 0.000 1.000000 0.608747 9.376174 11.042766 9.340683
4.366000e+12 1.682872 1.880688 0.000 1.000000 0.608721 9.377071 11.044028 9.341596
4.356000e+12 1.683509 1.881360 0.000 1.000000 0.608656 9.379323 11.047195 9.343885
4.304000e+12 1.686846 1.884881 0.000 1.000000 0.608314 9.391115 11.063778 9.355866
4.281000e+12 1.688335 1.886454 0.000 1.000000 0.608162 9.396375 11.071161 9.361204
4.263000e+12 1.689507 1.887690 0.000 1.000000 0.608043 9.400515 11.076987 9.365410
4.248000e+12 1.690488 1.888725 0.000 1.000000 0.607943 9.403980 11.081861 9.368930
4.244000e+12 1.690750 1.889002 0.000 1.000000 0.607916 9.404905 11.083158 9.369871
4.244000e+12 1.690750 1.889002 0.000 1.000000 0.607916 9.404905 11.083158 9.369871
4.234000e+12 1.691406 1.889695 0.000 1.000000 0.607849 9.407221 11.086409 9.372220
4.232000e+12 1.691538 1.889833 0.000 1.000000 0.607835 9.407688 11.087075 9.372696
4.222000e+12 1.692196 1.890528 0.000 1.000000 0.607768 9.410011 11.090337 9.375054
4.215000e+12 1.692658 1.891016 0.000 1.000000 0.607721 9.411643 11.092627 9.376712
4.211000e+12 1.692923 1.891295 0.000 1.000000 0.607694 9.412579 11.093948 9.377665
4.201000e+12 1.693585 1.891994 0.000 1.000000 0.607627 9.414917 11.097231 9.380038
4.201000e+12 1.693585 1.891994 0.000 1.000000 0.607627 9.414917 11.097231 9.380038
4.186000e+12 1.694581 1.893045 0.000 1.000000 0.607526 9.418433 11.102175 9.383609
4.186000e+12 1.694581 1.893045 0.000 1.000000 0.607526 9.418433 11.102175 9.383609
4.180000e+12 1.694981 1.893467 0.000 1.000000 0.607485 9.419846 11.104162 9.385042
4.180000e+12 1.694981 1.893467 0.000 1.000000 0.607485 9.419846 11.104162 9.385042
4.176000e+12 1.695248 1.893748 0.000 1.000000 0.607458 9.420789 11.105493 9.386002
4.155000e+12 1.696653 1.895231 0.000 1.000000 0.607315 9.425749 11.112463 9.391038
4.155000e+12 1.696653 1.895231 0.000 1.000000 0.607315 9.425749 11.112463 9.391038
4.149000e+12 1.697056 1.895656 0.000 1.000000 0.607274 9.427172 11.114465 9.392483
4.147000e+12 1.697190 1.895798 0.000 1.000000 0.607261 9.427644 11.115126 9.392963
4.141000e+12 1.697594 1.896223 0.000 1.000000 0.607220 9.429070 11.117140 9.394411
4.126000e+12 1.698606 1.897291 0.000 1.000000 0.607117 9.432642 11.122162 9.398038
4.102000e+12 1.700233 1.899008 0.000 1.000000 0.606952 9.438384 11.130233 9.403868
4.091000e+12 1.700983 1.899799 0.000 1.000000 0.606876 9.441031 11.133957 9.406555
4.085000e+12 1.701392 1.900231 0.000 1.000000 0.606835 9.442474 11.135983 9.408019
4.085000e+12 1.701392 1.900231 0.000 1.000000 0.606835 9.442474 11.135983 9.408019
4.079000e+12 1.701803 1.900664 0.000 1.000000 0.606793 9.443925 11.138027 9.409495
4.071000e+12 1.702351 1.901242 0.000 1.000000 0.606738 9.445858 11.140748 9.411456
4.058000e+12 1.703244 1.902185 0.000 1.000000 0.606647 9.449009 11.145172 9.414654
4.054000e+12 1.703519 1.902475 0.000 1.000000 0.606620 9.449978 11.146537 9.415638
4.050000e+12 1.703795 1.902766 0.000 1.000000 0.606592 9.450952 11.147908 9.416626
4.033000e+12 1.704970 1.904006 0.000 1.000000 0.606473 9.455097 11.153734 9.420833
3.998000e+12 1.707406 1.906576 0.000 1.000000 0.606227 9.463689 11.165817 9.429555
3.998000e+12 1.707406 1.906576 0.000 1.000000 0.606227 9.463689 11.165817 9.429555
3.994000e+12 1.707686 1.906871 0.000 1.000000 0.606199 9.464676 11.167209 9.430555
3.976000e+12 1.708950 1.908204 0.000 1.000000 0.606072 9.469135 11.173482 9.435082
3.976000e+12 1.708950 1.908204 0.000 1.000000 0.606072 9.469135 11.173482 9.435082
3.965000e+12 1.709725 1.909022 0.000 1.000000 0.605994 9.471867 11.177322 9.437856
3.965000e+12 1.709725 1.909022 0.000 1.000000 0.605994 9.471867 11.177322 9.437856
3.959000e+12 1.710149 1.909469 0.000 1.000000 0.605951 9.473363 11.179427 9.439375
3.957000e+12 1.710290 1.909618 0.000 1.000000 0.605937 9.473859 11.180124 9.439879
3.953000e+12 1.710573 1.909916 0.000 1.000000 0.605908 9.474857 11.181531 9.440891
3.949000e+12 1.710856 1.910215 0.000 1.000000 0.605880 9.475854 11.182931 9.441903
3.944000e+12 1.711211 1.910589 0.000 1.000000 0.605844 9.477106 11.184695 9.443176
